city,state,country,dim_1,dim_2,dim_3,dim_4
Orovada,NV,US,-0.033644084,-0.0059705386,0.0009336021,0.010526852
WoodLake,NE,US,-0.0332873,-0.023136966,0.022743475,-0.011736039
Barnard,KS,US,-0.019353595,-0.04333692,0.018387092,-0.015482726
Hague,ND,US,-0.024622098,-0.021000214,0.005577301,-0.008202822
Lewiston,NE,US,-0.01820173,-0.031386547,0.012062872,-0.028122924
Muddy,IL,US,0.030910783,-0.026210722,0.012313402,-0.024285536
Fourche,AR,US,0.008949626,-0.04372554,0.04821018,0.012973632
LosArcos,TX,US,-0.02623439,-0.0044233045,0.08286631,0.03239904
Oketo,KS,US,-0.017316394,-0.03137661,0.012774398,-0.025555547
DwightMission,OK,US,-0.006578537,-0.04445953,0.06393051,0.00018656254
Powhatan,AR,US,0.023899,-0.041093532,0.031600166,0.0062275464
Ashland,OK,US,-0.014126369,-0.04078114,0.058433004,0.0017888002
Prescott,OR,US,-0.034613784,-0.01545497,-0.015993366,0.012070716
Peak,SC,US,0.05947147,-0.0074881176,0.003870052,0.027529685
Saxon,WI,US,-0.02888873,-0.0017953903,0.015258192,-0.028170327
RestHaven,GA,US,0.05651258,-0.008961029,-0.0095481705,0.03550736
Kerrick,MN,US,-0.020028252,-0.0046945536,-0.005105365,-0.02736924
HatIsland,WA,US,-0.031270146,-0.02683056,-0.049494132,-0.0048213373
BigSpring,MD,US,0.025583537,0.074134625,0.020441744,-0.030932102
CookeCity,MT,US,-0.035523754,-0.01112972,0.02932772,-0.0032677047
Wood,SD,US,-0.036154546,-0.025375873,0.022451578,-0.013651348
Murphy,ID,US,-0.025067633,-0.01148467,-0.010567444,0.0077780737
Macedonia,IL,US,0.028962009,-0.024175892,0.010293727,-0.02502059
Redstone,CO,US,-0.031478018,-0.01017376,0.022974372,-0.0019580359
Randall,KS,US,-0.021146033,-0.041790344,0.01633287,-0.015218666
CherryValley,PA,US,0.013461509,0.04499799,0.023058308,-0.049235176
Walshville,IL,US,0.019490458,-0.022544347,-0.0026850223,-0.03441139
Keystone,NE,US,-0.03825491,-0.033898048,0.021816542,-0.005794374
St.Vincent,MN,US,-0.02231016,-0.015702482,-0.0075090015,-0.0139052905
Thornburg,IA,US,-0.0027123142,-0.032879595,-0.0036635476,-0.035581756
Clark'sPoint,AK,US,-0.033677597,-0.00737163,0.023682538,-0.011361184
Seward,KS,US,-0.028171482,-0.032999508,0.027904566,-0.008842155
PuertodeLuna,NM,US,-0.034304228,-0.015998285,0.028710326,0.0041011414
Sekiu,WA,US,-0.04347189,-0.01835455,0.010874017,-0.010653281
Vivian,WV,US,0.030576237,0.005604904,0.033241402,-0.0058791027
FlowingSprings,AZ,US,-0.031729236,-0.0004054121,-0.0062204776,0.0045529283
Maryhill,WA,US,-0.037703034,-0.022487124,-0.058479507,-0.008821153
NewBlaine,AR,US,-0.0025000111,-0.043922555,0.0718362,0.005407329
Hiko,NV,US,-0.019865211,-0.0012573554,-0.026208973,0.010843651
Falconaire,TX,US,-0.024480838,-0.008722511,0.07436356,0.031592224
CrossVillage,MI,US,-0.020766672,0.011370422,0.0010183002,-0.024963867
TierraBonita,TX,US,-0.022887198,-0.009155876,0.098426595,0.030725498
Hainesburg,NJ,US,-0.007395694,0.07850313,0.018536804,-0.008551367
Chitina,AK,US,-0.036104336,-0.010865536,0.028665543,0.0024336376
Concepcion,TX,US,-0.024003351,-0.009974382,0.08652803,0.033565868
Pingree,ND,US,-0.027117755,-0.019176155,-0.00029548816,-0.004865991
Quinn,SD,US,-0.03625195,-0.026924903,0.023213517,-0.009658514
Johnstown,NE,US,-0.032485913,-0.023660136,0.02300757,-0.012169289
AliMolina,AZ,US,-0.03664934,0.0011546392,-0.009288259,0.011025081
Penermon,MO,US,0.030799134,-0.031011565,0.016976008,-0.0073697716
Mutual,OK,US,-0.028743196,-0.038755357,0.036052454,0.00020992011
Parkerville,KS,US,-0.015026242,-0.041357838,0.023025027,-0.01694657
WebbCity,OK,US,-0.0063753133,-0.049815964,0.02629342,-0.010027228
Antreville,SC,US,0.05965044,-0.014580072,0.011051915,0.031124122
Boyd,MT,US,-0.03197691,-0.015581871,0.031793416,0.0052337577
Brimson,MO,US,-0.007566462,-0.03109535,0.005906021,-0.04402704
Mooresville,AL,US,0.049543954,-0.008553544,0.012508376,0.03820164
Kirkman,IA,US,-0.012960752,-0.026966112,-0.004027743,-0.030051425
Oak,NE,US,-0.023202438,-0.03386527,0.013493336,-0.018147746
Welda,KS,US,-0.007469969,-0.04375637,0.025850696,-0.023233343
Orient,SD,US,-0.029931797,-0.019672737,0.004652694,-0.010648488
BadgerLee,OK,US,-0.005917293,-0.047152128,0.0510781,-0.0008327884
Chestnut,IL,US,0.016085122,-0.024424462,6.615184e-05,-0.039093044
Halma,MN,US,-0.02026793,-0.014835814,-0.009926601,-0.012284089
Radersburg,MT,US,-0.026716724,-0.0144477645,0.0115861725,0.003436946
SavageTown,VA,US,0.011302062,0.030351402,-0.011504045,0.0015928729
Baileyville,PA,US,0.0038996937,0.06477877,0.025201116,-0.039290346
SantaCruz,AZ,US,-0.008768011,0.0041154013,-0.08117366,0.0106669
RossCorner,NJ,US,-0.008397918,0.06944168,0.022566652,-0.010167165
Sargeant,MN,US,-0.02104589,-0.016616225,-0.009612932,-0.025078414
Patmos,AR,US,0.0018440295,-0.034207016,0.05643691,0.029834962
Butterfield,TX,US,-0.038437936,0.006155091,0.016034728,0.011336936
Exeter,IL,US,0.014256234,-0.033190474,0.0035243644,-0.038013253
Simpson,IL,US,0.033732593,-0.028460527,0.023531914,-0.021407349
CharlesCity,VA,US,0.03148649,0.04710531,-0.00460234,-0.0066011962
Catron,MO,US,0.030966666,-0.03567312,0.014074523,-0.0026179415
Gibson,IA,US,-0.0027123142,-0.032879595,-0.0036635476,-0.035581756
Brooksville,OK,US,-0.012923033,-0.04431602,0.046120703,-0.00077925227
Coulterville,CA,US,-0.02373859,0.0090832785,-0.03804127,0.010729804
BrantLake,SD,US,-0.025648244,-0.019658027,-0.00020905584,-0.019251548
Blyn,WA,US,-0.0304098,-0.02218546,-0.0006410795,-0.01286376
Encino,TX,US,-0.024699407,-0.0074679498,0.0881827,0.033702612
Waverly,SD,US,-0.029406853,-0.013348029,0.0034946955,-0.013875124
Luke,MD,US,0.0335485,0.043514524,0.019533912,-0.03353449
Lane,SD,US,-0.025270332,-0.01794072,-0.00022262707,-0.01766574
Hartville,WY,US,-0.0325479,-0.017806355,0.031350303,0.009031158
Tightwad,MO,US,-0.005536394,-0.04232033,0.038753714,-0.030870218
AppleGrove,WV,US,0.046967648,0.0040353006,0.036411356,-0.03555109
Menlo,KS,US,-0.03899544,-0.031036394,0.026220119,-0.005457779
Valeria,IA,US,-0.008172488,-0.030460354,-0.0139651075,-0.032019764
Taft,LA,US,0.031362217,0.009189752,0.013982434,0.058677
BluffCity,KS,US,-0.015396872,-0.04185119,0.020999795,-0.009651841
Oakhaven,AR,US,-0.00032561203,-0.037283625,0.059888743,0.023771888
Dolliver,IA,US,-0.020883588,-0.023993144,-0.007938752,-0.024141965
Tonopah,AZ,US,-0.01991606,-0.002394936,-0.053578325,0.011515959
Bondurant,WY,US,-0.028790241,-0.018688194,0.034191158,1.8760562e-05
Balta,ND,US,-0.0265661,-0.016733807,-0.00873613,-0.0024042754
Ong,NE,US,-0.021760866,-0.031432476,0.012701091,-0.020598022
Burr,NE,US,-0.014853799,-0.030607997,0.0038183832,-0.030936426
Alexander,KS,US,-0.035421327,-0.032560892,0.027008269,-0.008095449
MartinezLake,AZ,US,-0.021418113,-0.0045408867,-0.029006934,0.012291467
Worth,MO,US,-0.009865113,-0.03204192,0.0043790503,-0.040346093
BuckinghamCourthouse,VA,US,0.036488887,0.041114964,0.037834194,-0.03097841
Rives,MO,US,0.028515844,-0.042232968,0.014939759,0.008040716
Bristow,NE,US,-0.03325754,-0.027222184,0.011573947,-0.019380532
Rye,AZ,US,-0.023488106,0.0059582153,-0.036868405,0.005499776
Clio,CA,US,-0.035739597,0.0029718897,0.00569369,-0.0012634649
SteeleCity,NE,US,-0.018215416,-0.033133633,0.012804316,-0.02229067
Moquino,NM,US,-0.040391054,-0.002391723,0.00019261055,0.0061373385
Octa,OH,US,0.03402843,0.0020120842,0.008947006,-0.04227774
GraceCity,ND,US,-0.026606187,-0.016577903,-0.0035468524,-0.0050384826
WestHamptonDunes,NY,US,-0.019486977,0.05646855,-0.022954311,0.0130055845
ReeHeights,SD,US,-0.029174788,-0.019217141,0.005616914,-0.012018555
McKittrick,MO,US,0.0095441,-0.044617597,0.02370422,-0.033551216
Kysorville,NY,US,-0.0090615405,0.041747905,0.016687931,-0.025424631
Wooldridge,MO,US,-0.003778666,-0.034623448,0.03659886,-0.038379528
Knierim,IA,US,-0.017026905,-0.027287357,-0.011394456,-0.0265081
Brookview,MD,US,0.010408332,0.054546386,-0.0042875456,-0.007925683
Waldenburg,AR,US,0.027861727,-0.03918151,0.017715728,0.014571317
NewFreeport,PA,US,0.03337869,0.016472181,0.027588366,-0.036305476
GardenCity,SD,US,-0.030594748,-0.011959356,0.00556332,-0.012577115
WestKootenai,MT,US,-0.040349822,-0.017898517,0.011622754,-0.008273692
Milton,ND,US,-0.02561033,-0.014680438,-0.0080790445,-0.00791868
Bathgate,ND,US,-0.022823736,-0.017045246,-0.010386908,-0.013128474
Bayport,FL,US,0.025205515,0.016782932,0.0070906654,0.05447483
Primrose,NE,US,-0.028879557,-0.02466635,0.015800778,-0.023548037
SweetGrass,MT,US,-0.033414863,-0.01560144,0.019201983,-0.004202434
Caberfae,MI,US,-0.014013852,0.005908748,-0.009577862,-0.026058309
Eldorado,MD,US,0.010408332,0.054546386,-0.0042875456,-0.007925683
Folsom,NM,US,-0.04281543,-0.0053629205,0.037389595,0.0062304703
Wilder,MN,US,-0.021139838,-0.019275913,-0.0019093261,-0.023040734
UnionHill,IL,US,0.019244665,-0.027577752,-0.020750076,-0.031085001
Rodney,IA,US,-0.014428002,-0.028752558,-0.0060364273,-0.025691798
Merwin,MO,US,-0.0048938487,-0.04526256,0.022421842,-0.030976024
HazelGreen,KY,US,0.04469903,-0.011778679,0.044196296,-0.023276187
Hoberg,MO,US,-0.0020972015,-0.0507162,0.054925583,-0.010870631
FlordelRio,TX,US,-0.025021952,-0.00525303,0.07525811,0.032388084
Virginia,NE,US,-0.018201727,-0.03138655,0.012062864,-0.028122917
Nashville,KS,US,-0.02382813,-0.038169406,0.028826034,-0.010781324
Dougherty,IA,US,-0.01911479,-0.024099007,-0.014318793,-0.023449415
Adamsville,PA,US,0.008702615,0.041719496,0.0124310125,-0.040703077
SpringGap,MD,US,0.026022907,0.055675544,0.019427272,-0.036003694
AliChukson,AZ,US,-0.03664934,0.0011546392,-0.009288259,0.011025081
Hadley,MN,US,-0.023006652,-0.016740976,-0.0021184464,-0.019185608
Gray,IA,US,-0.014149293,-0.028628185,-0.00418893,-0.029098814
ReginoRamirez,TX,US,-0.025021952,-0.00525303,0.07525811,0.032388084
Lancaster,VA,US,0.019120641,0.04077555,-0.007832042,-0.0025933061
Rampart,AK,US,-0.045676813,0.00096904533,0.042319182,0.0057173865
FilerCity,MI,US,-0.012919396,0.0041597923,-0.010457857,-0.028471632
Randalia,IA,US,-0.010067427,-0.021136539,-0.012542014,-0.026917048
LockSprings,MO,US,-0.004528859,-0.033335593,0.008200374,-0.045084476
Hamilton,ND,US,-0.022823736,-0.017045246,-0.010386908,-0.013128474
Ohiopyle,PA,US,0.027514372,0.023647953,0.0216935,-0.035328213
Huson,MT,US,-0.035198413,-0.027716136,0.0011325752,0.00392442
PointofRocks,WY,US,-0.03192364,-0.009296033,0.02013138,0.004466027
Hamlet,NE,US,-0.038806777,-0.02970843,0.02474584,-0.010435585
Colona,CO,US,-0.030681482,-0.008987632,0.004179574,0.0049546137
Northboro,IA,US,-0.012616947,-0.034771424,0.0007697602,-0.03705483
PineBend,MN,US,-0.022163918,-0.011419062,-0.0019843364,-0.012376019
Hensley,AR,US,0.01513658,-0.045415055,0.027185578,0.022245118
WolfLake,MN,US,-0.021318398,-0.012328365,-0.0090384735,-0.015663821
Washington,CA,US,-0.03313191,-0.0017143432,-0.003825163,0.005280322
HazelRun,MN,US,-0.02310199,-0.018464709,-0.0027672462,-0.022086237
Winfred,SD,US,-0.024322828,-0.01802829,0.0009861323,-0.01836694
Aurora,KS,US,-0.016583923,-0.04186703,0.01612251,-0.017438555
SunRiver,MT,US,-0.03501519,-0.005123726,0.032737263,0.0049349926
Osterdock,IA,US,-0.0063835764,-0.023034573,-0.016271751,-0.030348085
Nome,ND,US,-0.024159027,-0.017610427,-0.00069642987,-0.01136813
Elgin,OH,US,0.025211133,0.002334063,-0.00038424693,-0.041922353
Quesada,TX,US,-0.026332146,-0.00656051,0.090183854,0.0318728
Govan,SC,US,0.043118123,-0.0011248975,-0.018106803,0.034246925
EyersGrove,PA,US,0.0020752088,0.07246437,0.02711414,-0.023490008
Petrey,AL,US,0.042164814,0.0067853383,0.008995711,0.061623108
Gazelle,CA,US,-0.021755457,-0.0013137022,-0.041756548,0.013850483
HaiglerCreek,AZ,US,-0.033640254,0.000453934,-0.0051090606,0.00594626
Randolph,MO,US,-0.0019393216,-0.040966894,0.0011708878,-0.04770322
AlpineNortheast,WY,US,-0.033797573,-0.025703562,0.045470603,-0.004446548
Thayer,IA,US,-0.008588315,-0.03262656,0.002327855,-0.03539043
Curlew,IA,US,-0.021987785,-0.023594582,-0.006862769,-0.025549602
Bibo,NM,US,-0.040391054,-0.002391723,0.00019261055,0.0061373385
Julian,NE,US,-0.01138472,-0.033222053,-0.0023164705,-0.03497065
Tintah,MN,US,-0.019742562,-0.016856914,-0.012033543,-0.018486608
Cardiff,AL,US,0.053363893,-0.007816802,0.0003482569,0.05122113
NewWashington,PA,US,0.011870639,0.050443936,0.020694565,-0.04252391
Iatan,MO,US,-0.010732715,-0.042314555,0.0073310602,-0.036554113
Iliamna,AK,US,-0.027734753,-0.00980964,0.01672601,-0.012964064
CaliforniaJunction,IA,US,-0.00911298,-0.03270807,-0.014305786,-0.032037903
Whaleyville,MD,US,0.005056429,0.042752776,-0.002295199,-0.0039084987
Magnet,NE,US,-0.027036391,-0.022150155,0.010277442,-0.023668705
GingerBlue,MO,US,-0.006004152,-0.04933933,0.056043588,-0.00545212
Chilili,NM,US,-0.044680055,-0.0062903613,0.01696432,0.004301629
Raymond,SD,US,-0.026583115,-0.010454063,0.002288488,-0.009915749
Powersville,MO,US,-0.01013352,-0.028594477,0.008243906,-0.040102605
Brocket,ND,US,-0.025419615,-0.014985727,-0.008096447,-0.00870756
Starkville,CO,US,-0.037947666,-0.01083399,0.022412606,0.010791325
Macdoel,CA,US,-0.026529724,-0.0029729942,-0.0062123123,0.010000459
FancyGap,VA,US,0.033842817,0.0112651605,0.037629772,-0.0082723135
Playas,NM,US,-0.037815556,0.0042293523,-0.016193697,0.009192399
Goldville,AL,US,0.04690105,-0.0032438538,0.034111746,0.05414741
MohawkVista,CA,US,-0.035739597,0.0029718897,0.00569369,-0.0012634649
Alton,IN,US,0.038642816,-0.025393413,0.031492513,-0.0371695
Bergoo,WV,US,0.021344107,0.014065748,0.03295423,-0.021384899
JacksonJunction,IA,US,-0.016818538,-0.019404598,-0.012903431,-0.028797664
GlenHaven,WI,US,-0.0057253847,-0.024454882,-0.01849736,-0.031530514
MossLanding,CA,US,-0.00636211,0.001974687,-0.078497685,0.005510717
Donnybrook,ND,US,-0.032511566,-0.017960183,-0.0054492294,-0.0029885226
Smyrna,SC,US,0.05693312,-0.0026637416,0.017350812,0.018948674
Harrison,SD,US,-0.025167726,-0.022094216,0.0052655744,-0.018510336
Smithfield,NE,US,-0.033288475,-0.030891117,0.019314358,-0.0117478175
Leonidas,MN,US,-0.022600695,-0.0013780249,0.0067063756,-0.022852238
Fullerton,ND,US,-0.024465986,-0.018773075,-0.00051825854,-0.0055111125
Klein,MT,US,-0.031153113,-0.016837826,0.029525662,0.009023028
RobinsonMill,CA,US,-0.016364599,0.0032867724,-0.06286097,0.0056370376
Sandyville,IA,US,-0.00512276,-0.033066515,-0.009414481,-0.03590507
ColoradoAcres,TX,US,-0.02623439,-0.0044233045,0.08286631,0.03239904
IndianFalls,CA,US,-0.030136818,0.011819997,0.0008287632,0.0027642995
BayLake,FL,US,0.020114493,0.023842763,-0.007566994,0.046551123
Elbe,WA,US,-0.05235613,-0.01576618,0.024162026,0.0054968
Amity,MO,US,-0.008271941,-0.036452457,0.0057412754,-0.042860698
Arcola,MO,US,-0.002025676,-0.050651662,0.046942655,-0.02069363
Belva,WV,US,0.030452214,0.01239862,0.038544502,-0.02017603
HardRock,AZ,US,-0.025298923,-0.00024528615,-0.015396323,0.011046866
Ward,SD,US,-0.022880727,-0.015716268,-0.00013803318,-0.017856369
LakeCity,SD,US,-0.028516462,-0.016214568,0.0053157895,-0.0099074645
PortAlexander,AK,US,-0.04005204,-0.012542662,0.030748336,-0.004234318
Oxford,ID,US,-0.016931526,-0.009753934,0.01415761,0.0010003704
Hatfield,MN,US,-0.021019597,-0.017311955,-0.0034371866,-0.018397825
Mizpah,MN,US,-0.024415499,-0.005790543,0.005697326,-0.02020846
Farwell,MN,US,-0.017828913,-0.017644346,-0.011751812,-0.018757183
Earlton,KS,US,-0.0054452587,-0.048562102,0.025916677,-0.018756963
Elmdale,KS,US,-0.01330648,-0.041288093,0.02480067,-0.016955903
Urbank,MN,US,-0.021166945,-0.01403126,-0.00927921,-0.016968664
Cucumber,WV,US,0.029303255,0.0037811,0.037871666,-0.007035262
Souris,ND,US,-0.025666628,-0.014696997,-0.011189167,-0.0041134083
LittlejohnIsland,ME,US,-0.02528515,0.050300643,0.014880131,-0.0010810229
Lima,OK,US,-0.011194649,-0.045999523,0.051019605,-0.002369824
PaisanoPark,TX,US,-0.01898231,-0.010754634,0.083357625,0.040187795
Kansas,OH,US,0.022648232,0.0115505485,-0.003816891,-0.04532282
Barney,ND,US,-0.01994305,-0.015913062,-0.009265315,-0.01331952
Powellville,MD,US,0.005056429,0.042752776,-0.002295199,-0.0039084987
Riverside,WY,US,-0.03494503,-0.0097947875,0.032623146,0.0031713063
Oldtown,MD,US,0.021463016,0.06024671,0.029870544,-0.040857308
Eagleville,CA,US,-0.033987273,0.0037337393,0.009468126,0.0077880532
Krupp,WA,US,-0.03165028,-0.018717092,-0.050400827,-0.008872224
ArrowRock,MO,US,-0.0061084586,-0.03316167,0.034146417,-0.036782335
BoyRiver,MN,US,-0.023935024,-0.0073610176,0.0040107616,-0.02123476
Brogan,OR,US,-0.01977973,-0.008200863,-0.024626065,0.0006847939
Allendale,MO,US,-0.0098854555,-0.030410204,0.0044975383,-0.040756002
NewAlbany,KS,US,-0.0056508672,-0.052118286,0.025779638,-0.01635701
Garrison,NE,US,-0.021745209,-0.026864104,0.0064810673,-0.024513716
Nunda,SD,US,-0.027816406,-0.018234685,0.0019060124,-0.017779442
Laconia,IN,US,0.044879753,-0.02736954,0.026982022,-0.028045654
SouthFork,MO,US,0.009221557,-0.039101776,0.046805162,-0.005269799
Shawmut,MT,US,-0.02901567,-0.013208729,0.028177911,0.0053123888
Dovray,MN,US,-0.022618296,-0.017720241,-0.001595421,-0.020284815
Martin,NE,US,-0.03972048,-0.03197816,0.021644196,-0.004948218
Niagara,ND,US,-0.026227273,-0.01871102,-0.009782357,-0.011913283
McKinnon,WY,US,-0.0328219,-0.010220525,0.018245611,0.0064259362
Fellows,CA,US,-0.014229896,-0.008014177,-0.06254448,0.010957446
Archer,NE,US,-0.029998243,-0.026721915,0.013325017,-0.022707643
Elyria,NE,US,-0.031898707,-0.024967358,0.020396924,-0.016556226
Foster,NE,US,-0.026331231,-0.021885743,0.010170599,-0.024833182
ParadiseValley,NV,US,-0.026694093,0.00043821326,-0.010209697,0.01067877
NorthSanYsidro,NM,US,-0.04457478,-0.007828827,0.028875116,0.0026787526
CowCreek,SD,US,-0.030002402,-0.024842873,0.010301344,-0.009939744
Woodford,WI,US,0.0003156336,-0.021192247,-0.020768255,-0.03458693
Qui-nai-eltVillage,WA,US,-0.044036172,-0.005148346,0.00074650324,0.0049434416
Skedee,OK,US,-0.0052993316,-0.05143256,0.028793173,-0.010980071
BellePrairieCity,IL,US,0.030093642,-0.027209595,0.0065811994,-0.029854441
Dunbar,WI,US,-0.022774387,0.007428668,0.006149404,-0.02493688
Venice,NE,US,-0.012347683,-0.030498844,-0.008062893,-0.029029544
Swink,OK,US,-0.0059309974,-0.04196048,0.06791521,0.012073779
Malo,WA,US,-0.041247223,-0.017897004,0.0073892577,-0.011619643
Doran,MN,US,-0.018043589,-0.015911281,-0.014753505,-0.015949616
Antelope,OR,US,-0.036414724,-0.01798692,-0.012330429,0.004348854
LakeRobertsHeights,NM,US,-0.035344724,0.0030932007,0.0059677884,0.008456075
Leona,KS,US,-0.018046128,-0.039182857,0.009155788,-0.03378075
Lamont,FL,US,0.025149241,0.014360483,0.0054833074,0.05512144
Ophir,UT,US,-0.017837409,-0.007867026,-0.0014913591,0.013606226
Tolley,ND,US,-0.032740384,-0.017921505,-0.0063418145,-0.0037899765
Poole,NE,US,-0.029621327,-0.027892144,0.01762767,-0.016146116
IXL,OK,US,-0.009464318,-0.048357468,0.04849915,-0.00575964
Elmira,MO,US,-0.0059850677,-0.035321914,0.007007912,-0.04593633
Pondsville,MD,US,0.022351146,0.075156845,0.010756695,-0.023414558
Satartia,MS,US,0.018890109,-0.016912036,0.050853536,0.052797228
DamesQuarter,MD,US,0.013935562,0.043198317,-0.006830915,-0.001205656
Cora,WY,US,-0.02442182,-0.016759157,0.029348087,0.0028892858
Whitehawk,CA,US,-0.035739597,0.0029718897,0.00569369,-0.0012634649
PrairieRose,ND,US,-0.017604748,-0.017390532,-0.022598162,-0.01711151
UmberViewHeights,MO,US,-0.002025676,-0.050651662,0.046942655,-0.02069363
Nekoma,ND,US,-0.025310272,-0.013188662,-0.0052044624,-0.005285582
LaVictoria,TX,US,-0.02684194,-0.006728433,0.08890152,0.031694956
Neihart,MT,US,-0.036549468,-0.006402414,0.04390509,0.004859342
Crozier,AZ,US,-0.02166218,-0.003549352,-0.035655987,0.00854424
Echo,UT,US,-0.020026699,-0.0036468245,0.005035726,0.0075374246
PineIsland,FL,US,0.025205515,0.016782932,0.0070906654,0.05447483
StateLine,ID,US,-0.04381427,-0.03145568,-0.028107787,-0.010802169
Turton,SD,US,-0.026583115,-0.010454063,0.002288488,-0.009915749
SouthEnd,MN,US,-0.023687797,-0.01191804,-0.0012453134,-0.01415142
Annapolis,IL,US,0.025753215,-0.021710256,0.0063763284,-0.0412406
CherokeeCity,AR,US,-0.006679868,-0.042054627,0.05959906,-0.0023769352
CorralCity,TX,US,-0.015111268,-0.04751682,0.050371196,0.010740507
PadreRanchitos,AZ,US,-0.016732374,-0.009153691,-0.04378772,0.015684856
Hayesville,IA,US,-0.0016410232,-0.034428187,-0.00080428994,-0.038578372
Roscoe,MT,US,-0.025957517,-0.018023135,0.022963306,0.002772052
Mammoth,WY,US,-0.036636736,-0.013500513,0.03486047,-0.003491149
ChignikLake,AK,US,-0.036007605,-7.6610595e-06,0.033944197,-0.005396157
Rea,MO,US,-0.011385288,-0.034555104,0.0036489817,-0.03858629
Paradise,KS,US,-0.030023016,-0.035283312,0.023189403,-0.012616954
Piney,OK,US,-0.008897771,-0.040013112,0.06433432,0.0006158351
Naples,SD,US,-0.030559117,-0.012465378,0.00514775,-0.013732898
Canoochee,GA,US,0.051363625,-0.0027952641,-0.019248463,0.050927803
Wilmore,KS,US,-0.028595543,-0.031066459,0.03212603,-0.005958829
Carrsville,KY,US,0.031663656,-0.026781673,0.024479067,-0.01964973
Emelle,AL,US,0.030254329,-0.008825919,0.04191151,0.04434618
Biddle,MT,US,-0.031001607,-0.01996583,0.01812896,0.0014773706
Kasaan,AK,US,-0.04764447,-0.012232335,0.038920566,-0.010618511
Veteran,WY,US,-0.033814054,-0.017320821,0.03457832,0.005422881
Twilight,WV,US,0.034187697,0.003601661,0.037020296,-0.014107798
Selz,ND,US,-0.024251724,-0.018905682,-0.0042142444,-0.003346024
RiverSioux,IA,US,-0.0114732385,-0.031330124,-0.01012012,-0.029924154
BurntPrairie,IL,US,0.03424629,-0.02590536,0.008591857,-0.029192122
CrystalMountain,MI,US,-0.016771702,0.007401376,-0.007914251,-0.024522234
SunCity,KS,US,-0.02650802,-0.03205472,0.029706523,-0.008033075
EagleVillage,AK,US,-0.030678058,-0.010583367,0.034403376,-0.0075214077
Kathryn,ND,US,-0.02398794,-0.017754054,-0.00142463,-0.009134954
Clearview,OK,US,-0.010261026,-0.046401564,0.05252975,-0.0041275118
FishersLanding,NY,US,-0.010361919,0.031386968,0.0001608003,-0.021994185
SouthGifford,MO,US,-0.0020066162,-0.028019749,0.015359582,-0.041741107
SalineñoNorth,TX,US,-0.0271347,-0.008954458,0.08084545,0.03178494
Altoona,WA,US,-0.036960434,-0.0126770465,-0.0050739446,0.009077981
Coppock,IA,US,0.00018397358,-0.03455653,-0.0021639653,-0.036990143
Sedan,MN,US,-0.018616103,-0.018038884,-0.012159869,-0.022026792
GulfPort,IL,US,0.007279012,-0.033460055,-0.0059304433,-0.03848317
Trail,MN,US,-0.02358221,-0.013012034,-0.0026951572,-0.015287454
HolidayCity,OH,US,0.012882435,0.009554909,-0.0025391541,-0.039227296
Deputy,IN,US,0.03624395,-0.019412149,0.020679975,-0.03688211
NorthCrowsNest,IN,US,0.037253417,-0.031960264,-0.0012919932,-0.050186567
Outlook,MT,US,-0.027515795,-0.020508463,0.0035738787,-0.0040420177
CedarMills,MN,US,-0.018581314,-0.01916794,-0.014561075,-0.027092488
Jessie,ND,US,-0.027410863,-0.015608132,-0.006562734,-0.0068036304
McClenneyTract,CA,US,-0.027502343,0.0005405842,-0.033126045,0.0129238125
Inkster,ND,US,-0.024417797,-0.020285655,-0.012343869,-0.0126209175
GillettGrove,IA,US,-0.021303356,-0.02260804,-0.005247699,-0.025663055
Westervelt,IL,US,0.01936052,-0.02160971,0.00073476305,-0.035501122
BoxElder,MT,US,-0.031341065,-0.019219764,0.015794046,-0.003060655
Hetland,SD,US,-0.029050665,-0.015405973,0.0032068267,-0.017792843
Woodworth,ND,US,-0.024814928,-0.016850248,0.0029673262,-0.0038420253
LosVeteranosI,TX,US,-0.02623439,-0.0044233045,0.08286631,0.03239904
SarahAnn,WV,US,0.03862948,0.005092554,0.040550202,-0.016019773
CaliforniaHotSprings,CA,US,-0.027502343,0.0005405842,-0.033126045,0.0129238125
Cotesfield,NE,US,-0.030185502,-0.025377251,0.017322829,-0.021389086
Akaska,SD,US,-0.030334424,-0.024595017,0.010316616,-0.00774067
Moclips,WA,US,-0.044036172,-0.005148346,0.00074650324,0.0049434416
Riceville,PA,US,0.0014545063,0.0383687,0.015950419,-0.035459116
Cotter,IA,US,0.0037525347,-0.035781402,-0.008490707,-0.035504162
Belvidere,NE,US,-0.02023056,-0.033174973,0.011101229,-0.019516237
Blaine,KY,US,0.05138928,-0.0074207326,0.04197427,-0.021027718
Courtenay,ND,US,-0.027540421,-0.016422953,-0.0027019368,-0.0045574172
Albany,WY,US,-0.034887124,-0.0072928653,0.033764984,0.002899348
Clarksburg,IN,US,0.033809002,-0.018068576,0.010851023,-0.039307334
SouthNaknek,AK,US,-0.028870808,-0.009365273,0.01697903,-0.012092838
Westland,PA,US,0.047467258,0.030382607,0.020361148,-0.049251698
Robinson,ND,US,-0.02311466,-0.017337807,0.00052481506,-0.003747639
BennettSprings,NV,US,-0.021133896,-0.0024686365,-0.012805276,0.015806688
StrongCity,OK,US,-0.030249361,-0.039062988,0.037339367,0.0027104844
Edmond,KS,US,-0.03532308,-0.034727994,0.020602584,-0.012943174
